timestamp,open,high,low,close,volume
2025-09-02 01:00:00,109.18,110.0,108.63,109.38,25732.243
2025-09-02 02:00:00,109.38,109.77,109.01,109.7,8873.78
2025-09-02 03:00:00,109.71,110.4,109.07,110.31,21911.9
2025-09-02 04:00:00,110.3,110.75,110.22,110.53,7689.624
2025-09-02 05:00:00,110.53,110.74,110.1,110.61,17334.132
2025-09-02 06:00:00,110.6,113.0,110.52,111.17,30624.961
2025-09-02 07:00:00,111.17,111.26,110.38,110.55,9557.981
2025-09-02 08:00:00,110.54,110.77,110.22,110.5,7712.316
2025-09-02 09:00:00,110.5,111.03,110.37,110.49,8745.375
2025-09-02 10:00:00,110.49,110.88,110.2,110.86,18526.4
2025-09-02 11:00:00,110.87,110.99,110.23,110.41,22378.479
2025-09-02 12:00:00,110.4,110.54,108.71,108.83,35325.911
2025-09-02 13:00:00,108.84,111.71,108.8,111.61,33975.257
2025-09-02 14:00:00,111.61,112.01,110.66,111.16,25094.597
2025-09-02 15:00:00,111.16,111.27,109.5,109.57,14370.493
2025-09-02 16:00:00,109.56,110.63,109.56,110.41,16314.259
2025-09-02 17:00:00,110.41,110.96,110.31,110.37,14273.09
2025-09-02 18:00:00,110.36,110.44,109.32,110.04,20351.064
2025-09-02 19:00:00,110.04,110.46,109.34,109.47,9012.924
2025-09-02 20:00:00,109.46,111.11,109.44,111.08,20639.761
2025-09-02 21:00:00,111.08,112.1,111.08,112.07,19504.848
2025-09-02 22:00:00,112.07,112.07,111.31,111.78,20783.943
2025-09-02 23:00:00,111.78,111.8,111.4,111.76,7717.251
2025-09-03 00:00:00,111.76,112.23,111.13,111.26,9508.475
2025-09-03 01:00:00,111.26,111.47,110.79,111.45,10830.898
2025-09-03 02:00:00,111.44,111.76,111.06,111.56,7359.883
2025-09-03 03:00:00,111.55,111.67,111.14,111.45,7565.518
2025-09-03 04:00:00,111.45,111.59,111.11,111.48,7893.201
2025-09-03 05:00:00,111.47,111.63,111.05,111.38,9924.946
2025-09-03 06:00:00,111.38,111.7,110.97,111.54,9606.452
2025-09-03 07:00:00,111.54,111.81,110.88,111.78,13488.765
2025-09-03 08:00:00,111.78,112.24,111.71,111.82,11344.889
2025-09-03 09:00:00,111.82,112.31,111.49,112.31,13239.192
2025-09-03 10:00:00,112.31,112.53,111.93,112.04,8325.739
2025-09-03 11:00:00,112.04,112.35,111.88,111.91,9733.423
2025-09-03 12:00:00,111.91,112.22,111.5,111.6,11446.369
2025-09-03 13:00:00,111.6,112.9,111.53,112.47,14548.228
2025-09-03 14:00:00,112.48,113.31,112.17,113.15,24510.326
2025-09-03 15:00:00,113.15,113.23,112.62,112.86,16491.659
2025-09-03 16:00:00,112.85,113.21,112.21,112.49,14177.751
2025-09-03 17:00:00,112.5,113.01,112.49,112.69,7575.397
2025-09-03 18:00:00,112.69,112.77,112.17,112.29,13930.708
2025-09-03 19:00:00,112.29,112.77,112.15,112.77,13664.531
2025-09-03 20:00:00,112.77,112.81,112.36,112.46,13889.381
2025-09-03 21:00:00,112.47,112.98,112.37,112.97,8853.492
2025-09-03 22:00:00,112.97,113.28,112.86,113.05,10054.379
2025-09-03 23:00:00,113.05,113.06,112.81,112.98,4801.025
2025-09-04 00:00:00,112.98,113.5,112.96,113.02,10769.08
2025-09-04 01:00:00,113.03,113.04,112.54,112.94,8388.997
2025-09-04 02:00:00,112.95,113.0,112.01,112.09,7439.908
2025-09-04 03:00:00,112.1,112.27,111.57,111.65,10750.874
2025-09-04 04:00:00,111.65,111.9,111.46,111.52,11297.918
2025-09-04 05:00:00,111.52,111.52,110.87,111.19,14344.133
2025-09-04 06:00:00,111.18,111.34,110.83,110.94,7812.266
2025-09-04 07:00:00,110.92,111.51,110.89,111.37,7102.077
2025-09-04 08:00:00,111.37,111.6,110.96,110.98,7087.277
2025-09-04 09:00:00,110.98,111.32,110.88,111.15,10667.303
2025-09-04 10:00:00,111.16,111.43,110.91,110.92,5910.19
2025-09-04 11:00:00,110.92,111.57,110.78,111.01,7005.605
