timestamp,open,high,low,close,volume
2025-09-02 01:00:00,0.9998,1.0,0.9998,0.9999,158390627.0
2025-09-02 02:00:00,1.0,1.0,0.9999,0.9999,59075757.0
2025-09-02 03:00:00,1.0,1.0,0.9998,1.0,67021175.0
2025-09-02 04:00:00,0.9999,1.0,0.9999,0.9999,38771436.0
2025-09-02 05:00:00,1.0,1.0,0.9998,0.9999,48144558.0
2025-09-02 06:00:00,0.9998,0.9999,0.9998,0.9999,43502627.0
2025-09-02 07:00:00,0.9998,0.9999,0.9998,0.9998,55718282.0
2025-09-02 08:00:00,0.9998,0.9999,0.9998,0.9998,76790403.0
2025-09-02 09:00:00,0.9999,0.9999,0.9998,0.9999,41210306.0
2025-09-02 10:00:00,0.9999,0.9999,0.9998,0.9999,83212198.0
2025-09-02 11:00:00,0.9999,0.9999,0.9997,0.9997,104256274.0
2025-09-02 12:00:00,0.9998,0.9999,0.9997,0.9997,128886245.0
2025-09-02 13:00:00,0.9997,0.9999,0.9997,0.9999,143336008.0
2025-09-02 14:00:00,0.9999,0.9999,0.9998,0.9998,146625472.0
2025-09-02 15:00:00,0.9999,0.9999,0.9997,0.9997,126747281.0
2025-09-02 16:00:00,0.9997,0.9999,0.9997,0.9999,117448753.0
2025-09-02 17:00:00,0.9999,0.9999,0.9998,0.9998,54787684.0
2025-09-02 18:00:00,0.9998,0.9999,0.9998,0.9999,100967572.0
2025-09-02 19:00:00,0.9999,0.9999,0.9998,0.9999,63485497.0
2025-09-02 20:00:00,0.9999,0.9999,0.9998,0.9998,54427302.0
2025-09-02 21:00:00,0.9998,0.9999,0.9998,0.9998,27626273.0
2025-09-02 22:00:00,0.9999,0.9999,0.9998,0.9998,11845669.0
2025-09-02 23:00:00,0.9998,0.9999,0.9998,0.9998,31889786.0
2025-09-03 00:00:00,0.9998,0.9999,0.9998,0.9999,53311970.0
2025-09-03 01:00:00,0.9998,0.9999,0.9998,0.9999,36898134.0
2025-09-03 02:00:00,0.9998,0.9999,0.9998,0.9999,55084228.0
2025-09-03 03:00:00,0.9999,0.9999,0.9998,0.9998,46286536.0
2025-09-03 04:00:00,0.9999,0.9999,0.9998,0.9998,34774468.0
2025-09-03 05:00:00,0.9999,0.9999,0.9998,0.9999,36305879.0
2025-09-03 06:00:00,0.9999,0.9999,0.9998,0.9998,23089925.0
2025-09-03 07:00:00,0.9998,0.9999,0.9998,0.9999,42715614.0
2025-09-03 08:00:00,0.9999,0.9999,0.9998,0.9999,105809694.0
2025-09-03 09:00:00,0.9999,0.9999,0.9998,0.9999,67373069.0
2025-09-03 10:00:00,0.9998,0.9999,0.9998,0.9998,50439661.0
2025-09-03 11:00:00,0.9998,0.9999,0.9997,0.9998,120577326.0
2025-09-03 12:00:00,0.9997,0.9998,0.9997,0.9997,49219653.0
2025-09-03 13:00:00,0.9998,0.9998,0.9997,0.9997,122827282.0
2025-09-03 14:00:00,0.9998,0.9998,0.9997,0.9997,140651104.0
2025-09-03 15:00:00,0.9997,0.9998,0.9996,0.9996,195002148.0
2025-09-03 16:00:00,0.9996,0.9997,0.9996,0.9996,65195582.0
2025-09-03 17:00:00,0.9997,0.9998,0.9996,0.9996,134834081.0
2025-09-03 18:00:00,0.9997,0.9997,0.9996,0.9997,31254285.0
2025-09-03 19:00:00,0.9997,0.9997,0.9995,0.9996,77208267.0
2025-09-03 20:00:00,0.9996,0.9996,0.9994,0.9996,120957972.0
2025-09-03 21:00:00,0.9996,0.9996,0.9994,0.9995,50590598.0
2025-09-03 22:00:00,0.9995,0.9996,0.9995,0.9996,77166261.0
2025-09-03 23:00:00,0.9995,0.9996,0.9995,0.9996,21267284.0
2025-09-04 00:00:00,0.9996,0.9996,0.9995,0.9995,30510488.0
2025-09-04 01:00:00,0.9996,0.9996,0.9995,0.9995,29343470.0
2025-09-04 02:00:00,0.9995,0.9996,0.9995,0.9996,41626560.0
2025-09-04 03:00:00,0.9995,0.9996,0.9995,0.9996,69801999.0
2025-09-04 04:00:00,0.9996,0.9996,0.9995,0.9996,42440646.0
2025-09-04 05:00:00,0.9995,0.9996,0.9995,0.9995,81391945.0
2025-09-04 06:00:00,0.9996,0.9997,0.9995,0.9996,95672747.0
2025-09-04 07:00:00,0.9997,0.9997,0.9996,0.9997,51523509.0
2025-09-04 08:00:00,0.9997,0.9997,0.9996,0.9997,46483586.0
2025-09-04 09:00:00,0.9997,0.9997,0.9996,0.9997,53749464.0
2025-09-04 10:00:00,0.9997,0.9997,0.9996,0.9996,30510481.0
2025-09-04 11:00:00,0.9996,0.9997,0.9996,0.9997,102229442.0
2025-09-04 12:00:00,0.9996,0.9997,0.9996,0.9996,65122113.0
2025-09-04 13:00:00,0.9997,0.9997,0.9996,0.9996,95378416.0
2025-09-04 14:00:00,0.9997,0.9997,0.9996,0.9997,83684141.0
2025-09-04 15:00:00,0.9997,0.9998,0.9996,0.9998,126776949.0
2025-09-04 16:00:00,0.9998,0.9998,0.9997,0.9998,49140143.0
2025-09-04 17:00:00,0.9998,0.9998,0.9997,0.9998,125932484.0
2025-09-04 18:00:00,0.9998,0.9998,0.9997,0.9997,46963151.0
2025-09-04 19:00:00,0.9998,0.9999,0.9997,0.9999,99034473.0
2025-09-04 20:00:00,0.9998,0.9999,0.9998,0.9998,48287192.0
2025-09-04 21:00:00,0.9998,0.9999,0.9998,0.9998,20492017.0
2025-09-04 22:00:00,0.9999,0.9999,0.9998,0.9998,43754197.0
2025-09-04 23:00:00,0.9999,0.9999,0.9998,0.9999,23859051.0
2025-09-05 00:00:00,0.9999,0.9999,0.9998,0.9999,29854442.0
2025-09-05 01:00:00,0.9999,0.9999,0.9998,0.9999,46589664.0
2025-09-05 02:00:00,0.9998,0.9999,0.9998,0.9999,20037507.0
2025-09-05 03:00:00,0.9998,0.9999,0.9998,0.9998,17347649.0
2025-09-05 04:00:00,0.9999,0.9999,0.9998,0.9998,22028792.0
2025-09-05 05:00:00,0.9999,0.9999,0.9997,0.9998,64830513.0
2025-09-05 06:00:00,0.9998,0.9998,0.9997,0.9997,46773812.0
2025-09-05 07:00:00,0.9997,0.9999,0.9997,0.9998,159205469.0
2025-09-05 08:00:00,0.9998,0.9999,0.9997,0.9999,58839416.0
2025-09-05 09:00:00,0.9999,0.9999,0.9998,0.9999,41474564.0
2025-09-05 10:00:00,0.9998,0.9999,0.9998,0.9998,41646875.0
2025-09-05 11:00:00,0.9998,0.9999,0.9998,0.9999,30297859.0
2025-09-05 12:00:00,0.9998,0.9999,0.9997,0.9997,173154504.0
2025-09-05 13:00:00,0.9998,0.9998,0.9996,0.9997,226848494.0
2025-09-05 14:00:00,0.9997,0.9999,0.9997,0.9998,224497628.0
2025-09-05 15:00:00,0.9998,0.9999,0.9998,0.9998,114522471.0
2025-09-05 16:00:00,0.9998,0.9999,0.9998,0.9999,53721051.0
2025-09-05 17:00:00,0.9999,0.9999,0.9998,0.9999,52124177.0
2025-09-05 18:00:00,0.9998,0.9999,0.9998,0.9999,31950127.0
2025-09-05 19:00:00,0.9998,0.9999,0.9998,0.9999,68462870.0
2025-09-05 20:00:00,0.9999,0.9999,0.9998,0.9999,91456092.0
2025-09-05 21:00:00,0.9998,0.9999,0.9998,0.9998,40311570.0
2025-09-05 22:00:00,0.9998,0.9999,0.9997,0.9998,39933814.0
2025-09-05 23:00:00,0.9997,0.9999,0.9997,0.9998,36916699.0
2025-09-06 00:00:00,0.9998,0.9999,0.9998,0.9999,15329650.0
2025-09-06 01:00:00,0.9998,0.9999,0.9998,0.9999,9855305.0
2025-09-06 02:00:00,0.9998,0.9999,0.9998,0.9999,18558693.0
2025-09-06 03:00:00,0.9998,0.9999,0.9998,0.9999,19628426.0
